日期 - date,滚动市盈率 - pe_ttm,滚动扣非市盈率 - koufei_pe_ttm,滚动市净率 - pb_ttm,动态市销率 - ps_ttm,动态股息收益率 % - dividend_yield,ROE %,总市值 - total market cap,A股总市值 - A gu zong shi zhi,收盘价(前复权) - close price,开盘价-open,最高价-high,最低价-low,涨跌幅-up
2018-08-21,35.12,54.48,6.01,6.79,0.0,17.12,1511.36,1511.36,69.19,68.59,70.39,67.65,0.9%
2018-08-20,34.81,54.0,5.96,6.73,0.0,17.12,1497.9,1497.9,68.57,67.51,68.73,65.64,1.16%
2018-08-17,34.41,53.38,5.89,6.65,0.0,17.12,1480.73,1480.73,67.79,69.52,70.12,67.73,-1.2%
2018-08-16,34.83,54.03,5.96,6.73,0.0,17.12,1498.76,1498.76,68.61,67.63,69.5,65.85,-0.17%
2018-08-15,34.89,54.12,5.97,6.75,0.0,17.12,1501.37,1501.37,68.73,70.59,71.64,68.62,-3.44%
2018-08-14,36.13,56.05,6.19,6.99,0.0,17.12,1554.81,1554.81,71.18,73.4,73.48,71.05,-3.3%
2018-08-13,37.37,57.96,6.4,7.22,0.0,17.12,1607.82,1607.82,73.6,72.6,73.78,71.64,-0.58%
2018-08-10,37.58,58.3,6.43,7.27,0.0,17.12,1617.16,1617.16,74.03,73.2,74.08,72.62,0.51%
2018-08-09,37.39,58.0,6.4,7.23,0.0,17.12,1608.91,1608.91,73.65,71.01,75.25,69.91,3.55%
2018-08-08,36.11,56.01,6.18,6.98,0.0,17.12,1553.73,1553.73,71.13,73.1,73.18,70.72,-3.08%
2018-08-07,37.25,57.79,6.38,7.2,0.0,17.12,1603.04,1603.04,73.39,70.09,74.05,69.62,5.94%
2018-08-06,35.16,54.54,6.02,6.8,0.0,17.12,1513.1,1513.1,69.27,68.62,70.69,67.23,0.07%
2018-08-03,35.14,54.51,6.01,6.79,0.0,17.12,1512.02,1512.02,69.22,71.37,72.74,68.28,-4.08%
2018-08-02,36.63,56.82,6.27,7.08,0.0,17.12,1576.32,1576.32,72.16,70.01,72.89,69.67,1.6%
2018-08-01,36.06,55.93,6.17,6.97,0.0,17.12,1551.55,1551.55,71.03,71.61,73.23,70.63,-1.11%
2018-07-31,36.46,56.56,6.24,7.05,0.0,17.12,1568.93,1568.93,71.82,76.36,76.37,70.12,-6.02%
2018-07-30,38.8,60.18,6.64,7.5,0.0,17.12,1669.52,1669.52,76.43,76.08,76.92,74.59,1.05%
2018-07-27,38.4,59.56,6.57,7.42,0.0,17.12,1652.14,1652.14,75.63,77.57,78.21,75.26,-2.75%
2018-07-26,39.48,61.24,6.76,7.63,0.0,17.12,1698.85,1698.85,77.77,80.06,82.15,76.18,-5.32%
2018-07-25,41.7,64.68,7.14,8.06,0.0,17.12,1794.22,1794.22,82.14,90.5,94.56,82.14,-10.0%
2018-07-24,46.33,71.87,7.93,8.96,0.0,17.12,1993.65,1993.65,91.27,88.02,92.45,87.02,3.55%
2018-07-23,44.74,69.4,7.66,8.65,0.0,17.12,1925.21,1925.21,88.13,88.51,90.04,87.07,-2.54%
2018-07-20,45.91,71.21,7.86,8.88,0.0,17.12,1975.4,1975.4,90.43,82.05,90.68,81.56,9.7%
